DOL_Vehicle_ID,Country,City,State,Postal_Code,Region,Metro_Flag,High_Adoption_State_Flag
100217,India,Pune,Maharashtra,595518,West,0,1
100218,India,Pune,Maharashtra,842623,West,0,1
100219,India,Pune,Maharashtra,268383,West,0,1
100220,India,Pune,Maharashtra,535423,West,0,1
100221,India,Pune,Maharashtra,827955,West,0,1
100222,India,Pune,Maharashtra,697897,West,0,1
100223,India,Pune,Maharashtra,215374,West,0,1
100224,India,Pune,Maharashtra,748074,West,0,1
100225,India,Pune,Maharashtra,332732,West,0,1
100226,India,Nagpur,Maharashtra,248554,West,0,1
100227,India,Nagpur,Maharashtra,537629,West,0,1
100228,India,Nagpur,Maharashtra,808691,West,0,1
100229,India,Nagpur,Maharashtra,346693,West,0,1
100230,India,Nagpur,Maharashtra,126385,West,0,1
100231,India,Nagpur,Maharashtra,501927,West,0,1
100232,India,Nagpur,Maharashtra,338260,West,0,1
100233,India,Nagpur,Maharashtra,618349,West,0,1
100234,India,Nagpur,Maharashtra,877147,West,0,1
100235,India,Nagpur,Maharashtra,709996,West,0,1
100236,India,Nagpur,Maharashtra,817406,West,0,1
100237,India,Nagpur,Maharashtra,392231,West,0,1
100238,India,Nagpur,Maharashtra,793919,West,0,1
100239,India,Nagpur,Maharashtra,122431,West,0,1
100240,India,Nagpur,Maharashtra,999187,West,0,1
100241,India,Nagpur,Maharashtra,751406,West,0,1
100242,India,Nagpur,Maharashtra,315048,West,0,1
100243,India,Nagpur,Maharashtra,506845,West,0,1
100244,India,Nagpur,Maharashtra,829497,West,0,1
100245,India,Nagpur,Maharashtra,734379,West,0,1
100246,India,Nagpur,Maharashtra,128380,West,0,1
100247,India,Nagpur,Maharashtra,889352,West,0,1
100248,India,Nagpur,Maharashtra,679518,West,0,1
100249,India,Nagpur,Maharashtra,541124,West,0,1
100250,India,Nagpur,Maharashtra,442962,West,0,1
100251,India,Nagpur,Maharashtra,389102,West,0,1
100252,India,Nagpur,Maharashtra,186652,West,0,1
100253,India,Nagpur,Maharashtra,620985,West,0,1
100254,India,Nagpur,Maharashtra,913348,West,0,1
100255,India,Nagpur,Maharashtra,825495,West,0,1
100256,India,Nagpur,Maharashtra,847512,West,0,1
100257,India,Nagpur,Maharashtra,161367,West,0,1
100258,India,Nagpur,Maharashtra,302332,West,0,1
100259,India,Nagpur,Maharashtra,471000,West,0,1
100260,India,Nagpur,Maharashtra,377707,West,0,1
100261,India,Nagpur,Maharashtra,249381,West,0,1
100262,India,Nagpur,Maharashtra,886713,West,0,1
100263,India,Nagpur,Maharashtra,764560,West,0,1
100264,India,Nagpur,Maharashtra,345546,West,0,1
100265,India,Nagpur,Maharashtra,106570,West,0,1
100266,India,Nagpur,Maharashtra,490479,West,0,1
100267,India,Nagpur,Maharashtra,778556,West,0,1
100268,India,Nagpur,Maharashtra,596758,West,0,1
100269,India,Nagpur,Maharashtra,559054,West,0,1
100270,India,Nagpur,Maharashtra,525106,West,0,1
100271,India,Nagpur,Maharashtra,562785,West,0,1
100272,India,Nagpur,Maharashtra,782568,West,0,1
100273,India,Nagpur,Maharashtra,890546,West,0,1
100274,India,Nagpur,Maharashtra,890144,West,0,1
100275,India,Nagpur,Maharashtra,858470,West,0,1
100276,India,Nagpur,Maharashtra,980112,West,0,1
100277,India,Nagpur,Maharashtra,387681,West,0,1
100278,India,Nagpur,Maharashtra,295804,West,0,1
100279,India,Nagpur,Maharashtra,435914,West,0,1
100280,India,Nagpur,Maharashtra,648884,West,0,1
100281,India,Nagpur,Maharashtra,996782,West,0,1
100282,India,Nagpur,Maharashtra,893583,West,0,1
100283,India,Nagpur,Maharashtra,214793,West,0,1
100284,India,Nagpur,Maharashtra,186365,West,0,1
100285,India,Nagpur,Maharashtra,905175,West,0,1
100286,India,Nagpur,Maharashtra,421333,West,0,1
100287,India,Nagpur,Maharashtra,516885,West,0,1
100288,India,Nagpur,Maharashtra,175388,West,0,1
100289,India,Nagpur,Maharashtra,549042,West,0,1
100290,India,Nagpur,Maharashtra,751844,West,0,1
100291,India,Nagpur,Maharashtra,963663,West,0,1
100292,India,Nagpur,Maharashtra,258285,West,0,1
100293,India,Nagpur,Maharashtra,427252,West,0,1
100294,India,Nagpur,Maharashtra,293510,West,0,1
100295,India,Nagpur,Maharashtra,794892,West,0,1
100296,India,Nagpur,Maharashtra,503322,West,0,1
100297,India,Nagpur,Maharashtra,398522,West,0,1
100298,India,Nagpur,Maharashtra,407257,West,0,1
100299,India,Nagpur,Maharashtra,611778,West,0,1
100300,India,Nagpur,Maharashtra,142828,West,0,1
100301,India,Nagpur,Maharashtra,224982,West,0,1
100302,India,Nagpur,Maharashtra,967869,West,0,1
100303,India,Nagpur,Maharashtra,796683,West,0,1
100304,India,Nagpur,Maharashtra,219968,West,0,1
100305,India,Nagpur,Maharashtra,743552,West,0,1
100306,India,Nagpur,Maharashtra,970848,West,0,1
100307,India,Nagpur,Maharashtra,969794,West,0,1
100308,India,Nagpur,Maharashtra,767689,West,0,1
100309,India,Nagpur,Maharashtra,173861,West,0,1
100310,India,Nagpur,Maharashtra,644897,West,0,1
100311,India,Nagpur,Maharashtra,556956,West,0,1
100312,India,Nagpur,Maharashtra,245788,West,0,1
100313,India,Nagpur,Maharashtra,345127,West,0,1
100314,India,Nagpur,Maharashtra,997151,West,0,1
100315,India,Nagpur,Maharashtra,479551,West,0,1
100316,India,Nagpur,Maharashtra,667201,West,0,1
100317,India,Nagpur,Maharashtra,256104,West,0,1
100318,India,Bengaluru,Karnataka,197359,South,0,1
100319,India,Bengaluru,Karnataka,527387,South,0,1
100320,India,Bengaluru,Karnataka,535684,South,0,1
100321,India,Bengaluru,Karnataka,914037,South,0,1
100322,India,Bengaluru,Karnataka,163037,South,0,1
100323,India,Bengaluru,Karnataka,760902,South,0,1
100324,India,Bengaluru,Karnataka,200689,South,0,1
100325,India,Bengaluru,Karnataka,384564,South,0,1
100326,India,Bengaluru,Karnataka,325019,South,0,1
100327,India,Bengaluru,Karnataka,548532,South,0,1
100328,India,Bengaluru,Karnataka,728864,South,0,1
100329,India,Bengaluru,Karnataka,877499,South,0,1
100330,India,Bengaluru,Karnataka,107099,South,0,1
100331,India,Bengaluru,Karnataka,825836,South,0,1
100332,India,Bengaluru,Karnataka,970020,South,0,1
100333,India,Bengaluru,Karnataka,858994,South,0,1
100334,India,Bengaluru,Karnataka,569511,South,0,1
100335,India,Bengaluru,Karnataka,161063,South,0,1
100336,India,Bengaluru,Karnataka,197661,South,0,1
100337,India,Bengaluru,Karnataka,933289,South,0,1
100338,India,Bengaluru,Karnataka,663359,South,0,1
100339,India,Bengaluru,Karnataka,713777,South,0,1
100340,India,Bengaluru,Karnataka,571027,South,0,1
100341,India,Bengaluru,Karnataka,177794,South,0,1
100342,India,Bengaluru,Karnataka,287921,South,0,1
100343,India,Bengaluru,Karnataka,444710,South,0,1
100344,India,Bengaluru,Karnataka,980412,South,0,1
100345,India,Bengaluru,Karnataka,668926,South,0,1
100346,India,Bengaluru,Karnataka,356695,South,0,1
100347,India,Bengaluru,Karnataka,361486,South,0,1
100348,India,Bengaluru,Karnataka,515872,South,0,1
100349,India,Bengaluru,Karnataka,484865,South,0,1
100350,India,Bengaluru,Karnataka,701153,South,0,1
100351,India,Bengaluru,Karnataka,616409,South,0,1
100352,India,Bengaluru,Karnataka,770739,South,0,1
100353,India,Bengaluru,Karnataka,969049,South,0,1
100354,India,Bengaluru,Karnataka,822724,South,0,1
100355,India,Bengaluru,Karnataka,816987,South,0,1
100356,India,Bengaluru,Karnataka,169122,South,0,1
100357,India,Bengaluru,Karnataka,952129,South,0,1
100358,India,Bengaluru,Karnataka,761357,South,0,1
100359,India,Bengaluru,Karnataka,870915,South,0,1
100360,India,Bengaluru,Karnataka,461278,South,0,1
100361,India,Bengaluru,Karnataka,645909,South,0,1
100362,India,Bengaluru,Karnataka,616494,South,0,1
100363,India,Bengaluru,Karnataka,744600,South,0,1
100364,India,Bengaluru,Karnataka,328981,South,0,1
100365,India,Bengaluru,Karnataka,911554,South,0,1
100366,India,Bengaluru,Karnataka,869097,South,0,1
100367,India,Bengaluru,Karnataka,629393,South,0,1
100368,India,Bengaluru,Karnataka,530267,South,0,1
100369,India,Bengaluru,Karnataka,829963,South,0,1
100370,India,Bengaluru,Karnataka,248087,South,0,1
100371,India,Bengaluru,Karnataka,196044,South,0,1
100372,India,Bengaluru,Karnataka,117073,South,0,1
100373,India,Bengaluru,Karnataka,166707,South,0,1
100374,India,Bengaluru,Karnataka,564184,South,0,1
100375,India,Bengaluru,Karnataka,721527,South,0,1
100376,India,Bengaluru,Karnataka,631633,South,0,1
100377,India,Bengaluru,Karnataka,197852,South,0,1
100378,India,Bengaluru,Karnataka,448688,South,0,1
100379,India,Bengaluru,Karnataka,707745,South,0,1
100380,India,Bengaluru,Karnataka,506140,South,0,1
100381,India,Bengaluru,Karnataka,248066,South,0,1
100382,India,Bengaluru,Karnataka,633571,South,0,1
100383,India,Bengaluru,Karnataka,625069,South,0,1
100384,India,Bengaluru,Karnataka,200417,South,0,1
100385,India,Bengaluru,Karnataka,118658,South,0,1
100386,India,Bengaluru,Karnataka,762212,South,0,1
100387,India,Bengaluru,Karnataka,419972,South,0,1
100388,India,Bengaluru,Karnataka,500187,South,0,1
100389,India,Bengaluru,Karnataka,310545,South,0,1
100390,India,Bengaluru,Karnataka,379215,South,0,1
100391,India,Bengaluru,Karnataka,687275,South,0,1
100392,India,Bengaluru,Karnataka,743340,South,0,1
100393,India,Bengaluru,Karnataka,896184,South,0,1
100394,India,Bengaluru,Karnataka,319780,South,0,1
100395,India,Bengaluru,Karnataka,262002,South,0,1
100396,India,Bengaluru,Karnataka,668020,South,0,1
100397,India,Bengaluru,Karnataka,316823,South,0,1
100398,India,Bengaluru,Karnataka,768590,South,0,1
100399,India,Bengaluru,Karnataka,696804,South,0,1
100400,India,Bengaluru,Karnataka,753583,South,0,1
100401,India,Bengaluru,Karnataka,204648,South,0,1
100402,India,Bengaluru,Karnataka,352419,South,0,1
100403,India,Bengaluru,Karnataka,543316,South,0,1
100404,India,Bengaluru,Karnataka,150939,South,0,1
100405,India,Bengaluru,Karnataka,742650,South,0,1
100406,India,Bengaluru,Karnataka,802098,South,0,1
100407,India,Bengaluru,Karnataka,423853,South,0,1
100408,India,Bengaluru,Karnataka,514994,South,0,1
100409,India,Bengaluru,Karnataka,376091,South,0,1
100410,India,Bengaluru,Karnataka,658516,South,0,1
100411,India,Bengaluru,Karnataka,408877,South,0,1
100412,India,Bengaluru,Karnataka,263834,South,0,1
100413,India,Bengaluru,Karnataka,217886,South,0,1
100414,India,Bengaluru,Karnataka,952746,South,0,1
100415,India,Bengaluru,Karnataka,144900,South,0,1
100416,India,Bengaluru,Karnataka,715458,South,0,1
100417,India,Bengaluru,Karnataka,237653,South,0,1
100418,India,Bengaluru,Karnataka,573620,South,0,1
100419,India,Bengaluru,Karnataka,536571,South,0,1
100420,India,Bengaluru,Karnataka,379713,South,0,1
100421,India,Bengaluru,Karnataka,257584,South,0,1
100422,India,Bengaluru,Karnataka,211032,South,0,1
100423,India,Bengaluru,Karnataka,818675,South,0,1
100424,India,Bengaluru,Karnataka,379687,South,0,1
100425,India,Bengaluru,Karnataka,117087,South,0,1
100426,India,Bengaluru,Karnataka,694736,South,0,1
100427,India,Bengaluru,Karnataka,694316,South,0,1
100428,India,Bengaluru,Karnataka,292512,South,0,1
100429,India,Bengaluru,Karnataka,303196,South,0,1
100430,India,Bengaluru,Karnataka,834042,South,0,1
100431,India,Bengaluru,Karnataka,385521,South,0,1
100432,India,Mysuru,Karnataka,110651,South,0,1
100433,India,Mysuru,Karnataka,423494,South,0,1
100434,India,Mysuru,Karnataka,621481,South,0,1
100435,India,Mysuru,Karnataka,880741,South,0,1
100436,India,Mysuru,Karnataka,909217,South,0,1
100437,India,Mysuru,Karnataka,953966,South,0,1
100438,India,Mysuru,Karnataka,412727,South,0,1
100439,India,Mysuru,Karnataka,331496,South,0,1
100440,India,Mysuru,Karnataka,839522,South,0,1
100441,India,Mysuru,Karnataka,437913,South,0,1
100442,India,Mysuru,Karnataka,569924,South,0,1
100443,India,Mysuru,Karnataka,742249,South,0,1
100444,India,Mysuru,Karnataka,883152,South,0,1
100445,India,Mysuru,Karnataka,607365,South,0,1
100446,India,Mysuru,Karnataka,775159,South,0,1
100447,India,Mysuru,Karnataka,530442,South,0,1
100448,India,Mysuru,Karnataka,350100,South,0,1
100449,India,Mysuru,Karnataka,656066,South,0,1
100450,India,Mysuru,Karnataka,906970,South,0,1
100451,India,Mysuru,Karnataka,652004,South,0,1
100452,India,Mysuru,Karnataka,831478,South,0,1
100453,India,Mysuru,Karnataka,624628,South,0,1
100454,India,Mysuru,Karnataka,971808,South,0,1
100455,India,Mysuru,Karnataka,819282,South,0,1
100456,India,Mysuru,Karnataka,336281,South,0,1
100457,India,Mysuru,Karnataka,978453,South,0,1
100458,India,Mysuru,Karnataka,512811,South,0,1
100459,India,Mysuru,Karnataka,690381,South,0,1
100460,India,Mysuru,Karnataka,195071,South,0,1
100461,India,Mysuru,Karnataka,383022,South,0,1
100462,India,Mysuru,Karnataka,824698,South,0,1
100463,India,Mysuru,Karnataka,225438,South,0,1
100464,India,Mysuru,Karnataka,735719,South,0,1
100465,India,Mysuru,Karnataka,281948,South,0,1
100466,India,Mysuru,Karnataka,643625,South,0,1
100467,India,Mysuru,Karnataka,705730,South,0,1
100468,India,Mysuru,Karnataka,184761,South,0,1
100469,India,Mysuru,Karnataka,881198,South,0,1
100470,India,Mysuru,Karnataka,456898,South,0,1
100471,India,Mysuru,Karnataka,494597,South,0,1
100472,India,Mysuru,Karnataka,259292,South,0,1
100473,India,Mysuru,Karnataka,451977,South,0,1
100474,India,Mysuru,Karnataka,851518,South,0,1
100475,India,Mysuru,Karnataka,551610,South,0,1
100476,India,Mysuru,Karnataka,222258,South,0,1
100477,India,Mysuru,Karnataka,662621,South,0,1
100478,India,Mysuru,Karnataka,262993,South,0,1
100479,India,Mysuru,Karnataka,446371,South,0,1
100480,India,Mysuru,Karnataka,304535,South,0,1
100481,India,Mysuru,Karnataka,347644,South,0,1
100482,India,Mysuru,Karnataka,777800,South,0,1
100483,India,Mysuru,Karnataka,643296,South,0,1
100484,India,Mysuru,Karnataka,584146,South,0,1
100485,India,Mysuru,Karnataka,340016,South,0,1
100486,India,Mysuru,Karnataka,385622,South,0,1
100487,India,Mysuru,Karnataka,321035,South,0,1
100488,India,Mysuru,Karnataka,467570,South,0,1
100489,India,Mysuru,Karnataka,774331,South,0,1
100490,India,Mysuru,Karnataka,940552,South,0,1
100491,India,Mysuru,Karnataka,836129,South,0,1
100492,India,Mysuru,Karnataka,601590,South,0,1
100493,India,Mysuru,Karnataka,254626,South,0,1
100494,India,Mysuru,Karnataka,436227,South,0,1
100495,India,Mysuru,Karnataka,549076,South,0,1
100496,India,Mysuru,Karnataka,660897,South,0,1
100497,India,Mysuru,Karnataka,855728,South,0,1
100498,India,Mysuru,Karnataka,901625,South,0,1
100499,India,Mysuru,Karnataka,889177,South,0,1
100500,India,Mysuru,Karnataka,486721,South,0,1
100501,India,Mysuru,Karnataka,161240,South,0,1
100502,India,Mysuru,Karnataka,284626,South,0,1
100503,India,Mysuru,Karnataka,878883,South,0,1
100504,India,Mysuru,Karnataka,658158,South,0,1
100505,India,Mysuru,Karnataka,602367,South,0,1
100506,India,Mysuru,Karnataka,277241,South,0,1
100507,India,Mysuru,Karnataka,993388,South,0,1
100508,India,Mysuru,Karnataka,656718,South,0,1
100509,India,Mysuru,Karnataka,766393,South,0,1
100510,India,Mysuru,Karnataka,593216,South,0,1
100511,India,Mysuru,Karnataka,389220,South,0,1
100512,India,Mysuru,Karnataka,953900,South,0,1
100513,India,Mysuru,Karnataka,848778,South,0,1
100514,India,Mysuru,Karnataka,245051,South,0,1
100515,India,Mysuru,Karnataka,327135,South,0,1
100516,India,Mysuru,Karnataka,336562,South,0,1
100517,India,Mysuru,Karnataka,592402,South,0,1
100518,India,Mysuru,Karnataka,155745,South,0,1
100519,India,Mysuru,Karnataka,514758,South,0,1
100520,India,Mysuru,Karnataka,702248,South,0,1
100521,India,Mysuru,Karnataka,470858,South,0,1
100522,India,Mysuru,Karnataka,782773,South,0,1
100523,India,Mysuru,Karnataka,168323,South,0,1
100524,India,Mysuru,Karnataka,546790,South,0,1
100525,India,Mysuru,Karnataka,226310,South,0,1
100526,India,Mysuru,Karnataka,575828,South,0,1
