DOL Vehicle ID,Country,City,State,Postal Code
100266,India,Nagpur,Maharashtra,490479
100267,India,Nagpur,Maharashtra,778556
100268,India,Nagpur,Maharashtra,596758
100269,India,Nagpur,Maharashtra,559054
100270,India,Nagpur,Maharashtra,525106
100271,India,Nagpur,Maharashtra,562785
100272,India,Nagpur,Maharashtra,782568
100273,India,Nagpur,Maharashtra,890546
100274,India,Nagpur,Maharashtra,890144
100275,India,Nagpur,Maharashtra,858470
100276,India,Nagpur,Maharashtra,980112
100277,India,Nagpur,Maharashtra,387681
100278,India,Nagpur,Maharashtra,295804
100279,India,Nagpur,Maharashtra,435914
100280,India,Nagpur,Maharashtra,648884
100281,India,Nagpur,Maharashtra,996782
100282,India,Nagpur,Maharashtra,893583
100283,India,Nagpur,Maharashtra,214793
100284,India,Nagpur,Maharashtra,186365
100285,India,Nagpur,Maharashtra,905175
100286,India,Nagpur,Maharashtra,421333
100287,India,Nagpur,Maharashtra,516885
100288,India,Nagpur,Maharashtra,175388
100289,India,Nagpur,Maharashtra,549042
100290,India,Nagpur,Maharashtra,751844
100291,India,Nagpur,Maharashtra,963663
100292,India,Nagpur,Maharashtra,258285
100293,India,Nagpur,Maharashtra,427252
100294,India,Nagpur,Maharashtra,293510
100295,India,Nagpur,Maharashtra,794892
100296,India,Nagpur,Maharashtra,503322
100297,India,Nagpur,Maharashtra,398522
100298,India,Nagpur,Maharashtra,407257
100299,India,Nagpur,Maharashtra,611778
100300,India,Nagpur,Maharashtra,142828
100301,India,Nagpur,Maharashtra,224982
100302,India,Nagpur,Maharashtra,967869
100303,India,Nagpur,Maharashtra,796683
100304,India,Nagpur,Maharashtra,219968
100305,India,Nagpur,Maharashtra,743552
100306,India,Nagpur,Maharashtra,970848
100307,India,Nagpur,Maharashtra,969794
100308,India,Nagpur,Maharashtra,767689
100309,India,Nagpur,Maharashtra,173861
100310,India,Nagpur,Maharashtra,644897
100311,India,Nagpur,Maharashtra,556956
100312,India,Nagpur,Maharashtra,245788
100313,India,Nagpur,Maharashtra,345127
100314,India,Nagpur,Maharashtra,997151
100315,India,Nagpur,Maharashtra,479551
100316,India,Nagpur,Maharashtra,667201
100317,India,Nagpur,Maharashtra,256104
100318,India,Bengaluru,Karnataka,197359
100319,India,Bengaluru,Karnataka,527387
100320,India,Bengaluru,Karnataka,535684
100321,India,Bengaluru,Karnataka,914037
100322,India,Bengaluru,Karnataka,163037
100323,India,Bengaluru,Karnataka,760902
100324,India,Bengaluru,Karnataka,200689
100325,India,Bengaluru,Karnataka,384564
100326,India,Bengaluru,Karnataka,325019
100327,India,Bengaluru,Karnataka,548532
100328,India,Bengaluru,Karnataka,728864
100329,India,Bengaluru,Karnataka,877499
100330,India,Bengaluru,Karnataka,107099
100331,India,Bengaluru,Karnataka,825836
100332,India,Bengaluru,Karnataka,970020
100333,India,Bengaluru,Karnataka,858994
100334,India,Bengaluru,Karnataka,569511
100335,India,Bengaluru,Karnataka,161063
100336,India,Bengaluru,Karnataka,197661
100337,India,Bengaluru,Karnataka,933289
100338,India,Bengaluru,Karnataka,663359
100339,India,Bengaluru,Karnataka,713777
100340,India,Bengaluru,Karnataka,571027
100341,India,Bengaluru,Karnataka,177794
100342,India,Bengaluru,Karnataka,287921
100343,India,Bengaluru,Karnataka,444710
100344,India,Bengaluru,Karnataka,980412
100345,India,Bengaluru,Karnataka,668926
100346,India,Bengaluru,Karnataka,356695
100347,India,Bengaluru,Karnataka,361486
100348,India,Bengaluru,Karnataka,515872
100349,India,Bengaluru,Karnataka,484865
100350,India,Bengaluru,Karnataka,701153
100351,India,Bengaluru,Karnataka,616409
100352,India,Bengaluru,Karnataka,770739
100353,India,Bengaluru,Karnataka,969049
100354,India,Bengaluru,Karnataka,822724
100355,India,Bengaluru,Karnataka,816987
100356,India,Bengaluru,Karnataka,169122
100357,India,Bengaluru,Karnataka,952129
100358,India,Bengaluru,Karnataka,761357
100359,India,Bengaluru,Karnataka,870915
100360,India,Bengaluru,Karnataka,461278
100361,India,Bengaluru,Karnataka,645909
100362,India,Bengaluru,Karnataka,616494
100363,India,Bengaluru,Karnataka,744600
100364,India,Bengaluru,Karnataka,328981
100365,India,Bengaluru,Karnataka,911554
100366,India,Bengaluru,Karnataka,869097
100367,India,Bengaluru,Karnataka,629393
100368,India,Bengaluru,Karnataka,530267
100369,India,Bengaluru,Karnataka,829963
100370,India,Bengaluru,Karnataka,248087
100371,India,Bengaluru,Karnataka,196044
100372,India,Bengaluru,Karnataka,117073
100373,India,Bengaluru,Karnataka,166707
100374,India,Bengaluru,Karnataka,564184
100375,India,Bengaluru,Karnataka,721527
100376,India,Bengaluru,Karnataka,631633
100377,India,Bengaluru,Karnataka,197852
100378,India,Bengaluru,Karnataka,448688
100379,India,Bengaluru,Karnataka,707745
100380,India,Bengaluru,Karnataka,506140
100381,India,Bengaluru,Karnataka,248066
100382,India,Bengaluru,Karnataka,633571
100383,India,Bengaluru,Karnataka,625069
100384,India,Bengaluru,Karnataka,200417
100385,India,Bengaluru,Karnataka,118658
100386,India,Bengaluru,Karnataka,762212
100387,India,Bengaluru,Karnataka,419972
100388,India,Bengaluru,Karnataka,500187
100389,India,Bengaluru,Karnataka,310545
100390,India,Bengaluru,Karnataka,379215
100391,India,Bengaluru,Karnataka,687275
100392,India,Bengaluru,Karnataka,743340
100393,India,Bengaluru,Karnataka,896184
100394,India,Bengaluru,Karnataka,319780
100395,India,Bengaluru,Karnataka,262002
100396,India,Bengaluru,Karnataka,668020
100397,India,Bengaluru,Karnataka,316823
100398,India,Bengaluru,Karnataka,768590
100399,India,Bengaluru,Karnataka,696804
100400,India,Bengaluru,Karnataka,753583
100401,India,Bengaluru,Karnataka,204648
100402,India,Bengaluru,Karnataka,352419
100403,India,Bengaluru,Karnataka,543316
100404,India,Bengaluru,Karnataka,150939
100405,India,Bengaluru,Karnataka,742650
100406,India,Bengaluru,Karnataka,802098
100407,India,Bengaluru,Karnataka,423853
100408,India,Bengaluru,Karnataka,514994
100409,India,Bengaluru,Karnataka,376091
100410,India,Bengaluru,Karnataka,658516
100411,India,Bengaluru,Karnataka,408877
100412,India,Bengaluru,Karnataka,263834
100413,India,Bengaluru,Karnataka,217886
100414,India,Bengaluru,Karnataka,952746
100415,India,Bengaluru,Karnataka,144900
100416,India,Bengaluru,Karnataka,715458
100417,India,Bengaluru,Karnataka,237653
100418,India,Bengaluru,Karnataka,573620
100419,India,Bengaluru,Karnataka,536571
100420,India,Bengaluru,Karnataka,379713
100421,India,Bengaluru,Karnataka,257584
100422,India,Bengaluru,Karnataka,211032
100423,India,Bengaluru,Karnataka,818675
100424,India,Bengaluru,Karnataka,379687
100425,India,Bengaluru,Karnataka,117087
100426,India,Bengaluru,Karnataka,694736
100427,India,Bengaluru,Karnataka,694316
100428,India,Bengaluru,Karnataka,292512
100429,India,Bengaluru,Karnataka,303196
100430,India,Bengaluru,Karnataka,834042
100431,India,Bengaluru,Karnataka,385521
100432,India,Mysuru,Karnataka,110651
100433,India,Mysuru,Karnataka,423494
100434,India,Mysuru,Karnataka,621481
100435,India,Mysuru,Karnataka,880741
100436,India,Mysuru,Karnataka,909217
100437,India,Mysuru,Karnataka,953966
100438,India,Mysuru,Karnataka,412727
100439,India,Mysuru,Karnataka,331496
100440,India,Mysuru,Karnataka,839522
100441,India,Mysuru,Karnataka,437913
100442,India,Mysuru,Karnataka,569924
100443,India,Mysuru,Karnataka,742249
100444,India,Mysuru,Karnataka,883152
100445,India,Mysuru,Karnataka,607365
100446,India,Mysuru,Karnataka,775159
100447,India,Mysuru,Karnataka,530442
100448,India,Mysuru,Karnataka,350100
100449,India,Mysuru,Karnataka,656066
100450,India,Mysuru,Karnataka,906970
100451,India,Mysuru,Karnataka,652004
100452,India,Mysuru,Karnataka,831478
100453,India,Mysuru,Karnataka,624628
100454,India,Mysuru,Karnataka,971808
100455,India,Mysuru,Karnataka,819282
100456,India,Mysuru,Karnataka,336281
100457,India,Mysuru,Karnataka,978453
100458,India,Mysuru,Karnataka,512811
100459,India,Mysuru,Karnataka,690381
100460,India,Mysuru,Karnataka,195071
100461,India,Mysuru,Karnataka,383022
100462,India,Mysuru,Karnataka,824698
100463,India,Mysuru,Karnataka,225438
100464,India,Mysuru,Karnataka,735719
100465,India,Mysuru,Karnataka,281948
100466,India,Mysuru,Karnataka,643625
100467,India,Mysuru,Karnataka,705730
100468,India,Mysuru,Karnataka,184761
100469,India,Mysuru,Karnataka,881198
100470,India,Mysuru,Karnataka,456898
100471,India,Mysuru,Karnataka,494597
100472,India,Mysuru,Karnataka,259292
100473,India,Mysuru,Karnataka,451977
100474,India,Mysuru,Karnataka,851518
100475,India,Mysuru,Karnataka,551610
100476,India,Mysuru,Karnataka,222258
100477,India,Mysuru,Karnataka,662621
100478,India,Mysuru,Karnataka,262993
100479,India,Mysuru,Karnataka,446371
100480,India,Mysuru,Karnataka,304535
100481,India,Mysuru,Karnataka,347644
100482,India,Mysuru,Karnataka,777800
100483,India,Mysuru,Karnataka,643296
100484,India,Mysuru,Karnataka,584146
100485,India,Mysuru,Karnataka,340016
100486,India,Mysuru,Karnataka,385622
100487,India,Mysuru,Karnataka,321035
100488,India,Mysuru,Karnataka,467570
100489,India,Mysuru,Karnataka,774331
100490,India,Mysuru,Karnataka,940552
100491,India,Mysuru,Karnataka,836129
100492,India,Mysuru,Karnataka,601590
100493,India,Mysuru,Karnataka,254626
100494,India,Mysuru,Karnataka,436227
100495,India,Mysuru,Karnataka,549076
100496,India,Mysuru,Karnataka,660897
100497,India,Mysuru,Karnataka,855728
100498,India,Mysuru,Karnataka,901625
100499,India,Mysuru,Karnataka,889177
100500,India,Mysuru,Karnataka,486721
100501,India,Mysuru,Karnataka,161240
100502,India,Mysuru,Karnataka,284626
100503,India,Mysuru,Karnataka,878883
100504,India,Mysuru,Karnataka,658158
100505,India,Mysuru,Karnataka,602367
100506,India,Mysuru,Karnataka,277241
100507,India,Mysuru,Karnataka,993388
100508,India,Mysuru,Karnataka,656718
100509,India,Mysuru,Karnataka,766393
100510,India,Mysuru,Karnataka,593216
100511,India,Mysuru,Karnataka,389220
100512,India,Mysuru,Karnataka,953900
100513,India,Mysuru,Karnataka,848778
100514,India,Mysuru,Karnataka,245051
100515,India,Mysuru,Karnataka,327135
100516,India,Mysuru,Karnataka,336562
100517,India,Mysuru,Karnataka,592402
100518,India,Mysuru,Karnataka,155745
100519,India,Mysuru,Karnataka,514758
100520,India,Mysuru,Karnataka,702248
100521,India,Mysuru,Karnataka,470858
100522,India,Mysuru,Karnataka,782773
100523,India,Mysuru,Karnataka,168323
100524,India,Mysuru,Karnataka,546790
100525,India,Mysuru,Karnataka,226310
100526,India,Mysuru,Karnataka,575828
100527,India,Mysuru,Karnataka,130099
100528,India,Mysuru,Karnataka,842800
100529,India,Mysuru,Karnataka,496087
100530,India,Mysuru,Karnataka,835430
100531,India,Mysuru,Karnataka,410001
100532,India,Mysuru,Karnataka,507085
100533,India,Mysuru,Karnataka,453646
100534,India,Mysuru,Karnataka,447139
100535,India,Mysuru,Karnataka,537100
100536,India,Mysuru,Karnataka,311509
100537,India,Mysuru,Karnataka,924834
100538,India,Mysuru,Karnataka,982174
100539,India,Mysuru,Karnataka,528733
100540,India,Mysuru,Karnataka,327189
100541,India,Mangaluru,Karnataka,800406
100542,India,Mangaluru,Karnataka,305776
100543,India,Mangaluru,Karnataka,441102
100544,India,Mangaluru,Karnataka,701891
100545,India,Mangaluru,Karnataka,512672
100546,India,Mangaluru,Karnataka,899482
100547,India,Mangaluru,Karnataka,494754
100548,India,Mangaluru,Karnataka,808672
100549,India,Mangaluru,Karnataka,433713
100550,India,Mangaluru,Karnataka,281517
100551,India,Mangaluru,Karnataka,576128
100552,India,Mangaluru,Karnataka,461447
100553,India,Mangaluru,Karnataka,363625
100554,India,Mangaluru,Karnataka,317400
100555,India,Mangaluru,Karnataka,448754
100556,India,Mangaluru,Karnataka,250653
100557,India,Mangaluru,Karnataka,335419
100558,India,Mangaluru,Karnataka,706226
100559,India,Mangaluru,Karnataka,932595
100560,India,Mangaluru,Karnataka,189116
100561,India,Mangaluru,Karnataka,329577
100562,India,Mangaluru,Karnataka,606961
100563,India,Mangaluru,Karnataka,159778
100564,India,Mangaluru,Karnataka,450373
100565,India,Mangaluru,Karnataka,954568
100566,India,Mangaluru,Karnataka,230356
100567,India,Mangaluru,Karnataka,877567
100568,India,Mangaluru,Karnataka,961248
100569,India,Mangaluru,Karnataka,878799
100570,India,Mangaluru,Karnataka,160272
100571,India,Mangaluru,Karnataka,701160
100572,India,Mangaluru,Karnataka,182289
100573,India,Mangaluru,Karnataka,886331
100574,India,Mangaluru,Karnataka,523159
100575,India,Mangaluru,Karnataka,896710
100576,India,Mangaluru,Karnataka,105039
100577,India,Mangaluru,Karnataka,186346
100578,India,Mangaluru,Karnataka,498499
100579,India,Mangaluru,Karnataka,887446
100580,India,Mangaluru,Karnataka,779530
100581,India,Mangaluru,Karnataka,511473
100582,India,Mangaluru,Karnataka,731525
100583,India,Mangaluru,Karnataka,959665
100584,India,Mangaluru,Karnataka,721781
100585,India,Mangaluru,Karnataka,256470
100586,India,Mangaluru,Karnataka,367247
100587,India,Mangaluru,Karnataka,425203
100588,India,Mangaluru,Karnataka,776585
100589,India,Mangaluru,Karnataka,867286
100590,India,Mangaluru,Karnataka,971206
100591,India,Mangaluru,Karnataka,156358
100592,India,Mangaluru,Karnataka,845423
100593,India,Mangaluru,Karnataka,980214
100594,India,Mangaluru,Karnataka,734102
100595,India,Mangaluru,Karnataka,571797
100596,India,Mangaluru,Karnataka,605838
100597,India,Mangaluru,Karnataka,886086
100598,India,Mangaluru,Karnataka,484583
100599,India,Mangaluru,Karnataka,704489
100600,India,Mangaluru,Karnataka,406081
100601,India,Mangaluru,Karnataka,661446
100602,India,Mangaluru,Karnataka,902242
100603,India,Mangaluru,Karnataka,663370
100604,India,Mangaluru,Karnataka,523291
100605,India,Mangaluru,Karnataka,526488
100606,India,Mangaluru,Karnataka,625005
100607,India,Mangaluru,Karnataka,169300
100608,India,Mangaluru,Karnataka,757941
100609,India,Mangaluru,Karnataka,661836
100610,India,Mangaluru,Karnataka,585097
100611,India,Mangaluru,Karnataka,492118
100612,India,Mangaluru,Karnataka,370170
100613,India,Mangaluru,Karnataka,320283
100614,India,Mangaluru,Karnataka,431119
100615,India,Mangaluru,Karnataka,534219
100616,India,Mangaluru,Karnataka,208944
100617,India,Mangaluru,Karnataka,184811
100618,India,Mangaluru,Karnataka,400856
100619,India,Mangaluru,Karnataka,735274
100620,India,Mangaluru,Karnataka,498102
100621,India,Mangaluru,Karnataka,545093
100622,India,Mangaluru,Karnataka,361497
100623,India,Mangaluru,Karnataka,592750
100624,India,Mangaluru,Karnataka,915495
100625,India,Mangaluru,Karnataka,994468
100626,India,Mangaluru,Karnataka,275607
100627,India,Mangaluru,Karnataka,967591
100628,India,Mangaluru,Karnataka,688574
100629,India,Mangaluru,Karnataka,422959
100630,India,Mangaluru,Karnataka,125525
100631,India,Mangaluru,Karnataka,929901
100632,India,Mangaluru,Karnataka,799746
100633,India,Mangaluru,Karnataka,695484
100634,India,Mangaluru,Karnataka,737999
100635,India,Mangaluru,Karnataka,301604
100636,India,Mangaluru,Karnataka,704056
100637,India,Mangaluru,Karnataka,958999
100638,India,Mangaluru,Karnataka,965256
100639,India,Mangaluru,Karnataka,773422
100640,India,Mangaluru,Karnataka,317741
100641,India,Chennai,Tamil Nadu,265159
100642,India,Chennai,Tamil Nadu,202412
100643,India,Chennai,Tamil Nadu,470250
100644,India,Chennai,Tamil Nadu,498237
100645,India,Chennai,Tamil Nadu,315558
100646,India,Chennai,Tamil Nadu,712439
100647,India,Chennai,Tamil Nadu,408974
100648,India,Chennai,Tamil Nadu,417715
100649,India,Chennai,Tamil Nadu,715324
100650,India,Chennai,Tamil Nadu,585651
100651,India,Chennai,Tamil Nadu,943556
100652,India,Chennai,Tamil Nadu,387623
100653,India,Chennai,Tamil Nadu,378495
100654,India,Chennai,Tamil Nadu,773623
100655,India,Chennai,Tamil Nadu,897124
100656,India,Chennai,Tamil Nadu,971535
100657,India,Chennai,Tamil Nadu,503561
100658,India,Chennai,Tamil Nadu,416363
100659,India,Chennai,Tamil Nadu,930288
100660,India,Chennai,Tamil Nadu,311144
100661,India,Chennai,Tamil Nadu,775887
100662,India,Chennai,Tamil Nadu,223728
100663,India,Chennai,Tamil Nadu,907221
100664,India,Chennai,Tamil Nadu,181972
100665,India,Chennai,Tamil Nadu,491775
100666,India,Chennai,Tamil Nadu,972834
100667,India,Chennai,Tamil Nadu,419165
100668,India,Chennai,Tamil Nadu,383006
100669,India,Chennai,Tamil Nadu,381075
100670,India,Chennai,Tamil Nadu,299737
100671,India,Chennai,Tamil Nadu,570489
100672,India,Chennai,Tamil Nadu,182806
100673,India,Chennai,Tamil Nadu,789884
100674,India,Chennai,Tamil Nadu,441558
100675,India,Chennai,Tamil Nadu,335998
100676,India,Chennai,Tamil Nadu,359438
100677,India,Chennai,Tamil Nadu,556843
